Host	Time	Message
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 230 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 230 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 230 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 220 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 230 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 230 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 240 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 230 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 230 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 240 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 240 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 240 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 240 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 240 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 240 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 240 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 240 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 240 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 270 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 270 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 260 ms
pear	Mon Feb 21 12:29:23 2011	 Turn complete in 250 ms
